Protein ID	WT1	KO1	WT2	KO2	WT3	KO3	WT4	KO4	WT5	KO5	WT6	MT...49	MT...50	MT...51	MT...52	MT...53
P34928	13250.2842	9219.9224	15355.0737	9723.4963	10424.3027	15575.830600000001	13494.974600000001	11044.8911	17151.77	16115.6958	9117.7481	299.7781	0	0	0	0
P35123	62982.5482	44548.67	83285.0196	59868.2997	58182.5772	46482.415	62590.955500000004	48187.1064	66743.3496	39214.5611	51255.851500000004	326.0869	470.124	0	0	0
P35230	20090.7793	9269.5576	27303.6406	10662.0391	20685.2969	11304.1484	23757	12076.3525	21512.8535	7321.5493	18210.5059	0	639.2675	0	0	0
P35235	76131.9213	64547.4776	105360.1916	79351.7688	74930.5667	61743.7368	79239.3296	68111.4444	87224.6946	54225.018299999996	66071.5895	1501.917	1275.9017	0	0	0
P35278	80049.8516	54698.340800000005	99688.4019	75984.7774	72392.7877	49762.3375	77171.0857	54861.45450000001	79713.1731	44021.2832	67826.1321	1185.0746	398.4226	0	0	0
P35282	3688.6516	4156.019	5271.4834	4943.0928	3850.8335	2613.1499	4105.1958	3452.4858	4581.9302	2937.5654	3102.7839	0	0	0	0	0
P35285	21428.748	18623.7324	27096.2988	19304.666	18649.0293	18011.9551	17976.625	16097.582	24271.2578	11685.4453	15966.3701	0	0	0	0	0
P35290	3164.8645	1962.6885	4617.5767	3521.2354	3162.4414	1841.1755	6462.1665	2041.2982	3135.6096	1221.731	3101.7791	0	0	0	0	0
P35293	98637.7509	59767.3277	118847.0527	93434.0732	80824.1607	43652.1463	95025.459	62572.041600000004	97639.4961	38942.721	86490.73	282.0355	0	0	0	0
P35441	29411.1584	30177.5056	34647.4867	36047.623999999996	26948.5982	75739.9941	29707.197699999997	31197.6811	41152.0307	41258.3929	22991.9446	273.29880000000003	0	0	0	0
P35456	4212.5337	2992.3511	4709.9229	2804.2046	3232.3491	2265.5979	3959.8638	3116.3733	3735.9058	2201.2844	3155.8901	0	0	0	0	0
P35486	404098.0045	214408.3398	527600.9741	334934.0814	340603.1446	149555.1029	398201.1207	228410.8211	431270.4353	140603.479	347624.1603	2105.3122	5455.2538	0	0	0
P35487	28164.668	14259.7773	40146.4609	20877.6738	28315.1094	8914.4121	30122.002	15690.0723	29856.2246	8518.5869	26350.5898	0	0	0	0	0
P35505	197032.2853	114768.8236	249830.7824	198027.7311	166363.2328	89379.4712	184482.8413	140084.4903	186479.7323	89408.3278	171090.1938	510.8694	982.41	0	0	0
P35527	33481.622599999995	90482.61779999999	43255.1912	60858.902299999994	39536.2729	50045.962	42134.409700000004	41605.0581	34201.0893	112510.1231	35586.4194	2912.7388	289.2887	0	0	0
P35550	54643.796	41913.7126	71707.1434	58107.837199999994	46929.1323	50238.9974	52496.6675	48043.0563	55033.1879	43171.0273	40874.570700000004	1036.63	515.3069	0	0	0
P35564	77183.6358	59936.231	102513.13739999999	83472.2708	66716.524	47209.4069	72232.76670000001	68774.9809	68769.1011	52688.9167	70066.2486	426.608	981.579	0	0	0
P35576	3444.0542	1748.2848	4094.395	2314.28	3766.7881	1008.8411	3380.2522	1724.7638	3034.8933	920.8766	2653.0898	0	0	0	0	0
P35585	156339.8725	99945.9695	190989.0378	146773.1553	144846.0791	96889.3284	147546.3114	129707.2733	138171.8954	88816.1587	129804.6373	4381.7518	1592.5711000000001	0	0	0
P35601	14368.2715	14924.623	17503.459	17462.8867	12001.7451	16584.2422	13006.625	15334.3027	15306.3086	16202.7207	10568.2373	679.365	0	0	0	0
P35700	132126.4854	91927.1523	168811.3832	130405.5576	109531.9883	84438.11069999999	129576.0161	109546.45509999999	125772.2534	65279.5106	114563.9073	609.8237	2195.0443999999998	0	0	0
P35802	21997.0684	13020.5498	27769.7891	27068.0977	12933.1689	7201.8613	21370.3555	17066.2246	22723.9238	10220.2881	15791.6299	0	0	0	0	0
P35822	96965.6087	58502.0099	127555.1314	74431.4469	92217.1674	39336.1622	101144.2509	64196.9639	97924.90759999999	34888.5738	82267.3008	397.5269	0	0	0	0
P35831	4073.0479	2898.9536	3436.3855	4071.4553	2919.9919	3709.6519	3062.2876	3074.1025	2754.3396	2303.1418	2165.5945	0	0	0	0	0
P35908	72343.2964	54833.461	44573.6423	67920.6772	34388.1657	51116.4191	81207.3206	33617.5427	39925.3533	74302.6924	46868.4969	1605.6213	865.3275	0	0	0
P35922	20070.9311	16512.586	25025.937	21439.3455	18305.3461	18295.6097	20477.4284	17420.122900000002	20864.3086	15267.7288	17261.6445	0	0	0	0	0
P35979	33283.3062	22165.1188	39528.5009	28358.5497	26780.0689	21175.6018	31694.4287	25764.8887	32839.6771	20552.9414	25380.286500000002	299.3217	0	0	0	0
P35980	172821.2581	125028.2751	213868.5044	173057.9898	150076.4125	117316.76980000001	168040.5377	115677.69009999999	170777.8433	114859.6795	120155.9063	448.9898	2019.8154	0	0	0
P36371	20976.593800000002	19507.4184	30673.8536	26418.639600000002	20958.377999999997	19901.9434	20970.851499999997	19825.9375	25739.024400000002	18161.1724	17144.776400000002	507.9099	0	0	0	0
P36536	30754.1655	23550.7668	37660.9727	33073.3137	32375.4846	23750.548	30095.6028	28284.569000000003	28474.899500000003	20605.7959	26638.1727	0	0	0	0	0
P36552	227204.9468	104457.1787	295174.0568	200677.9866	213846.0039	85626.0647	240342.781	155755.7535	226318.2184	87230.4546	200214.1943	0	0	0	0	0
P36916	8936.7881	6255.2688	9846.564900000001	8953.9741	7066.6614	7110.8057	9164.6685	5989.6804	7899.4476	4563.5504	6844.084	0	0	0	0	0
P36993	92884.8864	63244.023199999996	123170.552	88006.9788	83355.3321	53828.0949	100149.8599	72838.76610000001	102453.0168	39563.7608	70035.8121	0	0	0	0	0
P37040	201503.2161	97707.68280000001	230053.0884	166375.4559	145953.0571	74648.35339999999	180685.984	110380.327	170365.2007	69465.3315	152207.9628	1509.3870000000002	1752.2751	0	0	0
P37804	57781.5116	112973.18920000001	89477.29089999999	102315.618	60756.8148	174022.6338	71561.0379	83752.5645	107764.7839	137399.2244	56428.6727	3429.9463	1260.497	0	0	0
P37889	2873.9197	3481.626	3145.3965	3582.6323	2515.4001	6140.4644	2213.4832	3438.116	2934.5259	4246.8892	2404.1782	0	0	0	0	0
P38060	263661.7499	141739.7395	357627.2993	244480.8442	260151.88150000002	114501.4561	299081.60120000003	193553.6668	274148.418	118608.7864	272251.0005	4359.823	4519.6735	0	0	0
P38575	5865.1909	7977.9377	7966.8838	7482.674999999999	5725.0413	5854.4983	5183.5212	3549.2929	11888.9441	4435.990400000001	4236.4969	0	0	0	0	0
P38647	629743.5925	558776.8386	1028540.2132	724585.3635	706131.0077	256448.0045	861586.6903	692408.7511999999	824419.1442	313436.4777	914728.8762	2990.0551	20475.2641	0	0	0
P39039	7180.1816	6686.1973	10479.8994	7039.1055	5195.3096	7853.1392	6953.1372	6714.7471	8893.7725	8804.1504	5500.3379	0	527.3202	0	0	0
P39054	57941.9929	47994.4518	80433.5263	58699.2357	54860.4714	59393.7189	57509.441100000004	46034.4522	65220.7019	42548.6184	50403.3055	0	0	0	0	0
P39061	39961.0415	76242.5821	65951.3545	71485.5185	46630.4786	85053.77739999999	50181.8848	60871.3721	59562.741200000004	71591.8027	42219.5186	1285.7229	288.9476	0	0	0
P39447	208982.2222	188489.3567	264596.2469	222103.5602	186747.211	205309.7546	196771.9729	176598.8044	226228.2894	171739.1764	172312.3605	4239.3068	0	0	0	0
P39749	22816.1885	35055.2422	26681.792	32063.6728	17317.5579	43868.9272	19958.7139	37822.8667	25394.6411	40805.342300000004	18011.3724	1308.3883	0	0	0	0
P40124	31880.5152	40479.285	40880.152799999996	41950.4343	28182.7523	49684.2451	29410.001099999998	33821.0198	31702.6557	33891.798	25174.21	1751.8892	0	0	0	0
P40142	393218.3111	321119.6459	474617.2339	407895.8558	392157.7946	447133.8112	417312.5917	318752.5614	408412.94930000004	266649.1287	340575.6873	5347.7257	4787.8619	0	0	0
P40336	21147.9895	17719.7766	29629.7661	20392.3751	19791.0019	16925.8645	16042.266599999999	18093.9637	21845.3296	13636.5239	18847.7785	0	0	0	0	0
P40630	138978.563	76625.60639999999	189794.3272	108961.351	116897.3013	56780.922	153216.8828	89676.606	158358.32129999998	58800.1176	107249.52979999999	563.5468	0	0	0	0
P40936	67053.3535	28108.1839	70840.32759999999	52734.2813	63113.695700000004	11046.526	66892.0444	41504.1033	54768.1178	13790.8282	58379.7174	659.9977	349.2	0	0	0
P41105	235087.1417	166288.8018	248815.65039999998	227317.7919	189303.2515	140489.9164	194492.249	128750.5849	208475.0821	142117.0153	157623.0402	1433.3292000000001	1594.6723	0	0	0
P41216	190495.9801	104717.9262	217707.3535	150902.5015	155916.19	96736.2299	172960.4984	89610.0836	198649.7559	62646.3583	149481.0098	2294.9013	1678.8874	0	0	0
P41234	5307.7494	5320.2998	8264.598399999999	5445.0232	6259.370800000001	6493.845499999999	5712.472	5457.5262	5696.0112	4623.506	4676.8673	0	0	0	0	0
P41241	44544.8633	47322.923800000004	64421.2305	50461.4707	37686.3994	54583.4102	44496.543	43467.8125	51091.7354	42357.0762	34371.3272	994.3859	0	0	0	0
P42125	314549.4268	162964.0411	395524.15129999997	295035.3877	234145.3484	101257.7914	303926.1382	186716.3842	298034.0148	107298.8378	289425.11840000004	0	730.2784	0	0	0
P42208	57197.2168	62865.749	71941.70019999999	68985.6844	48844.769	76575.4385	52245.463899999995	62587.3569	61647.4636	58465.7796	46932.384	2056.3927	1061.7148	0	0	0
P42225	91155.3077	129002.37150000001	138051.66389999999	130040.3807	83289.0346	83630.9103	82887.8351	135669.5696	98020.23939999999	110239.4182	81119.932	1212.776	0	0	0	0
P42227	49704.866200000004	71968.7451	72767.3223	67535.9863	51103.441	71290.2237	54361.663100000005	60977.167499999996	58666.2796	63008.962400000004	45852.8592	336.0327	0	0	0	0
P42669	228049.5034	131573.2555	252769.1128	205549.4453	147972.178	144371.3833	194118.40529999998	131892.0423	173189.1505	109944.78529999999	146423.5589	782.0142	1112.9238	0	0	0
P42859	53105.7086	38295.642	71954.4634	52165.0895	47753.847	41737.6434	52099.629400000005	43289.0806	53625.1678	33175.4288	43066.6333	676.9418	0	0	0	0
P42925	18907.8677	7417.8042000000005	23315.1656	17184.5498	9234.322	5506.2791	18440.3887	8603.0256	18057.0639	5597.3276000000005	16450.6567	0	0	0	0	0
P42932	144830.8628	110167.9336	198644.1381	147924.6367	133680.2993	98303.88930000001	160951.0786	121091.8208	143173.4219	90640.6708	118744.37730000001	3374.9724	1727.2065	0	0	0
P43024	58677.5829	31267.034200000002	79889.271	55810.1618	53094.489799999996	34842.6369	59443.4348	41654.3038	62512.349899999994	29893.877	51638.3471	456.7641	321.2318	0	0	0
P43142	3008.5149	3464.6001	3775.7136	3072.6938	1703.7533	3492.585	2280.8215	2559.8789	2756.8416	3150.2351	2085.3098	0	0	0	0	0
P43247	10075.5578	10423.8958	13480.240699999998	12275.872299999999	10099.7661	9467.0258	11121.5972	10045.2715	11218.549299999999	7823.6931	9539.3225	263.8472	0	0	0	0
P43274	192671.9678	146401.2128	246292.0419	154665.8554	174142.9747	176158.18349999998	175273.4355	100351.6002	222979.3008	122660.87210000001	138628.7685	4002.007	1383.0396	0	0	0
P43275	15768.8926	12200.2305	20536.6211	15279.7471	13959.0244	20968.3574	14151.835	10251.4033	17638.9824	11007.5049	13162.4951	462.627	474.2689	0	0	0
P43276	75474.8907	85100.1446	93395.1719	87894.0664	65530.048800000004	121283.9296	68070.8838	55917.1035	93368.5273	79725.8496	56865.875	2614.0668	1672.3787	0	0	0
P43277	3183.791	4268.2588	4859.1006	5078.1392	3088.2146	6524.6865	3400.6799	3070.5535	5472.7617	4437.0215	1966.186	0	0	0	0	0
P43406	53532.008799999996	49886.8508	67085.5583	61642.6447	47795.3775	68847.54299999999	56088.1055	52834.8946	57545.4516	46028.827600000004	42036.4404	839.0020999999999	546.4352	0	0	0
P43407	8097.4336	6661.5308000000005	12999.0752	6851.5732	9324.2061	3473.7661	8768.3799	5345.8828	9258.2959	3502.4912	8837.4004	0	0	0	0	0
P45376	27655.8301	35053.9405	29893.8647	22703.3359	19144.074	24304.5596	20395.9426	17869.6914	35944.9697	18212.2559	15905.6623	823.6589	0	0	0	0
P45591	38800.2872	28533.3994	46654.6601	34787.9609	33124.9687	21932.963900000002	38787.2344	28751.096700000002	38327.4727	20294.6875	31281.1738	630.5609	345.9421	0	0	0
P45700	42259.4411	27217.9767	53038.1743	41327.8364	32692.0828	20611.0695	36471.863	34164.0464	36758.9164	20856.7093	37137.1212	0	0	0	0	0
P45878	24055.583499999997	13767.3837	26791.0317	22041.735800000002	18627.5815	11637.7617	21909.2085	13805.197999999999	23972.2534	11335.5347	20699.449200000003	0	0	0	0	0
P45952	802516.9491	429477.9293	1006210.1334	792444.4634	479389.3901	252640.0396	717274.4352	537831.9419	753043.636	273252.6033	602371.0414	4490.8622	5866.704299999999	0	0	0
P46061	28056.034200000002	19400.5349	39464.3272	21948.963499999998	23343.4344	24345.1731	26916.178499999998	21238.228199999998	27878.6784	20699.5971	19717.4349	307.468	0	0	0	0
P46412	277134.4531	154769.1733	374662.5347	220528.6977	357427.2564	140346.7147	349918.3073	225421.3418	257944.9056	75395.0574	283977.9773	0	1091.443	0	0	0
P46414	29252.8971	24660.3125	41089.1499	26840.542499999996	27891.6518	33620.2793	28642.4439	23784.4502	31699.8349	19837.824	24880.8965	231.5336	0	0	0	0
P46460	117699.8033	81601.8091	155288.6035	120080.8516	100765.28229999999	75460.3129	114739.8042	92764.0426	119942.7413	69438.3035	97726.4157	257.0017	326.9602	0	0	0
P46467	19054.1885	15544.5645	22865.6875	18177.919	15671.27	16947.3472	17062.1772	15518.794399999999	19562.9985	13543.078099999999	15563.351600000002	0	0	0	0	0
P46471	56926.8391	40603.6298	77186.23	55233.2598	52642.6927	40833.7656	58391.921200000004	45511.076	59285.5042	37394.6368	44133.303700000004	0	398.7841	0	0	0
P46638	10461.4238	7542.3672	12913.9395	9132.7373	9056.2256	7036.4209	9306.9873	7768.7744	9741.1572	5793.1548	8962.3867	0	0	0	0	0
P46656	37238.0571	18653.8955	49143.6905	34613.0469	31755.135000000002	15967.169399999999	41602.6144	25876.7964	37242.0493	13944.7944	34891.6648	0	0	0	0	0
P46662	18352.4839	13631.0684	25770.7666	18805.4067	17509.8349	12861.8057	18360.5219	14849.961	19726.3462	11527.4034	15612.5932	252.2617	247.7238	0	0	0
P46664	121769.166	90303.02840000001	124654.4697	124632.1299	104224.6192	83547.6612	120481.1972	96356.9775	113983.7939	88068.15729999999	90722.14259999999	3190.7377	1564.0443	0	0	0
P46735	25251.8004	22051.208599999998	32960.4717	28866.92	24270.8588	22225.5986	27276.5459	21593.118599999998	27614.4585	18635.2718	19652.4961	424.8638	390.0517	0	0	0
P46737	25543.1797	18937.5234	30605.661200000002	24419.624	23344.9199	20531.6187	22037.1016	18241.6485	25475.208	15198.844299999999	22810.5161	0	356.7071	0	0	0
P46935	103021.5705	100713.8824	126057.6676	118874.1814	91131.6464	101670.3241	100401.0528	99363.2036	106047.3259	88842.467	87934.1961	1580.9391999999998	887.279	0	0	0
P46938	9971.3193	8480.3955	13971.5088	11551.1367	8548.1094	8018.4849	10147.8975	10463.5879	9089.6377	8677.8945	8462.625	0	0	0	0	0
P46978	80040.6518	66052.9485	112893.2959	78656.772	72347.2199	48627.5776	80991.5702	71627.01670000001	77164.6856	48866.2622	65911.6397	699.6026	0	0	0	0
P47199	166956.1464	99569.0381	218659.0943	151930.89740000002	141565.97509999998	78695.4092	163546.0023	112596.4681	163192.4151	79290.5798	148427.0122	1091.3993	1053.778	0	0	0
P47226	11576.8496	11507.195	18154.3602	12820.483699999999	13964.8938	16283.4846	14457.8154	13252.033399999998	14638.82	10482.2036	10313.8871	288.7431	0	0	0	0
P47713	16125.2411	29902.0692	19894.1603	20473.5656	11040.5835	22687.339099999997	12734.5775	16896.5024	20237.1492	25265.5866	10075.0208	809.9727	0	0	0	0
P47738	267304.8736	153251.0486	368391.3884	229914.717	253531.4741	135874.0908	297828.26660000003	177118.3152	288893.58259999997	114727.5126	267687.8839	2748.1284	3427.1901	0	0	0
P47739	9293.0273	11949.7256	12062.9004	11670.043	9969.334	37353.2031	6142.9878	6625.8755	9927.1611	7561.1377	5632.8457	0	0	0	0	0
P47740	54352.8176	31568.2709	57603.6667	50100.379400000005	41548.9923	22144.0927	50085.4995	39087.9441	44734.1552	23279.431299999997	40416.893299999996	415.5582	419.6787	0	0	0
P47753	29098.3066	25670.0561	32572.9761	25213.387	24306.091399999998	29647.6961	27872.9147	25282.6257	30002.0678	24879.93	21029.7227	0	0	0	0	0
P47754	23604.761000000002	21168.9541	30719.675300000003	25138.7737	22047.8293	23527.9186	22307.3975	22596.255400000002	24382.8901	17823.360500000003	20268.5082	0	0	0	0	0
P47757	86018.7782	74413.7837	106213.6811	82883.84909999999	69234.9011	77414.4037	86204.8689	73700.38279999999	91558.3558	67926.397	71604.7679	404.475	0	0	0	0
P47791	14540.5488	10721.9893	19151.7812	13011.583	12770.0684	11756.9082	15304.8516	10165.5498	15017.8662	8685.0723	13895.9404	0	342.7455	0	0	0
P47802	63493.0913	36278.3284	92152.4521	53045.3794	58830.876000000004	32827.3603	66113.1509	45555.9957	65561.00140000001	27613.5491	58697.9356	0	0	0	0	0
P47809	51476.306599999996	40062.6406	70920.6386	55204.313500000004	48914.4741	37890.9214	52907.0458	42894.960999999996	55230.8985	30021.0596	46412.811799999996	1988.6725000000001	274.8491	0	0	0
P47811	55360.255399999995	47378.2859	70251.2984	46308.2681	46995.0576	44869.8649	47673.4629	50437.1985	57110.3945	34347.151399999995	38519.4351	243.3245	0	0	0	0
P47856	19145.6992	10599.4238	25187.7051	17998.2852	14471.0781	7494.6753	16542.6562	17290.3164	16542.707	10334.7803	15404.667	334.3085	0	0	0	0
P47857	144575.4165	94852.3228	186185.7032	129549.5601	133921.7158	96601.16940000001	131033.7364	87106.3842	156824.543	77310.9574	107802.97989999999	1711.7112	2186.6573	0	0	0
P47877	9136.8213	7635.1577	12826.8486	9100.7207	10957.6484	3652.1956	11305.6064	4647.2764	9390.4844	3336.9419	9473.5625	0	534.3934	0	0	0
P47878	5220.7778	5224.4009	6812.5415	7277.2358	6799.5615	8822.499	6662.7935	5712.106	6163.5854	5663.6016	5525.1465	0	0	0	0	0
P47879	43307.244099999996	27725.7732	55132.545	38607.751599999996	49993.4194	24782.3466	51205.1543	33136.9547	42253.6223	23300.9751	40177.766	0	0	0	0	0
P47880	7039.3511	3717.6672	10555.0449	4968.728	5906.6768	4372.0181	8765.1191	3893.3774	6671.8784	3251.6965	7576.5317	0	0	0	0	0
P47911	120519.3143	90531.908	154735.7051	124720.4973	104252.6879	89079.7971	114968.5045	96307.6617	117428.8012	88296.7433	94601.6596	1516.0211	866.5054	0	0	0
P47915	14721.4668	12634.1807	18990.709	17160.6582	13586.1289	11324.7686	15823.8594	11825.5498	15665.8643	9848.7676	12483.8242	344.5412	324.724	0	0	0
P47934	208592.5454	130330.587	288661.9927	212980.6047	195358.9205	106808.2464	219587.9278	144835.3045	233449.3074	88363.3968	202343.5963	1080.068	1999.1540999999997	0	0	0
P47941	74667.15699999999	47539.2716	88959.7107	70706.5073	54699.405699999996	51472.1796	68370.95910000001	53409.7444	71598.555300000007	44360.5139	50307.3989	0	0	0	0	0
P47962	303796.4053	220131.1175	395557.0307	316671.7499	293517.6281	203532.5647	319710.4764	241518.6004	311965.0321	205805.0635	225469.0928	2300.3347	0	0	0	0
P47963	236989.5886	166736.4073	295110.6341	237944.236	177965.7539	143427.4116	214963.0418	159822.61560000002	211651.6578	138524.7666	176899.22030000002	1142.2389	0	0	0	0
P47964	28457.6499	22069.44	34210.6348	31247.478600000002	25265.890600000002	19051.3013	29844.3681	19022.0357	27492.4097	21885.7231	23975.120600000002	529.0932	909.9564	0	0	0
P47968	10228.4956	6852.291200000001	14101.0229	9541.8403	9291.6276	7814.3603	12187.2737	7493.3945	12979.807100000002	6606.6643	8702.8669	0	0	0	0	0
P48024	21468.8037	14960.5711	17823.0464	19636.2341	14587.3999	13279.4326	18673.2219	13510.6149	18546.9692	11776.1433	12265.588600000001	0	0	0	0	0
P48025	2055.2192	3946.9116	3187.7566	4083.4465	2390.4973	8980.2363	3502.1799	3689.7932	2794.8953	3851.1816	1914.1619	0	0	0	0	0
P48036	204874.344	236337.1413	273488.749	239139.8066	161677.71490000002	234656.5423	196688.4337	206469.1079	241074.739	207051.6212	146153.3922	5808.9225	1497.2637	0	0	0
P48193	18924.222	8816.2627	20305.8853	13209.9098	16342.825	6117.9488	17322.576399999998	10523.6264	15912.171	3762.9429	13640.4736	0	0	0	0	0
P48281	4973.9082	1800.3743	5708.1797	3209.4675	4008.8799	2021.9778	4641.7056	2513.0649	3192.5598	1337.816	3069.592	0	0	0	0	0
P48377	2639.7954	2355.8994	3023.9583	2969.3342	2274.3281	2413.5701	3019.3582	2122.9016	3034.5002	2267.311	2225.4585	0	0	0	0	0
P48410	6696.3789	4948.3408	8744.6621	5965.1543	5937.207	7124.1484	7339.4917	5064.5942	7276.5928	5038.0786	5665.9673	0	0	0	0	0
P48428	77712.4721	56266.936200000004	103332.3574	68233.6079	59222.5504	46466.8886	77761.6103	53153.9775	77578.5698	40103.3242	53077.739199999996	0	0	0	0	0
P48453	3348.3914	2388.1028	3619.6111	2603.6174	2936.3638	2973.4636	3541.6804	3254.0415	3587.5452	2338.6365	2784.0054	0	0	0	0	0
P48678	213621.85379999998	201149.6737	283317.4395	227094.00699999998	183945.6019	339906.4824	202202.4583	204896.5445	241977.676	198495.1363	172441.6279	2119.1231	1528.2919	0	0	0
